된장찌개,大醬湯,를 먹다,명사,
두,二,숫자,관형사,
두껍다,厚,책이,형용사,
두다,放置,책상 위에,동사,
두부,豆腐,를 먹다,명사,
두세,兩三個,두세 개,관형사,
두통,頭痛,을 앓다,명사,
둘,二,숫자,수사,
둘째,第二,둘째 딸,수사·관형사/명사,
뒤,後,에 있다,명사,
뒤쪽,後方,방향,명사,
드디어,終於,드디어 끝나다,부사,
드라마,電視劇,를 보다,명사,
드리다,獻上,용돈을,동사,
듣다,聽,음악을,동사,
들다,花費,돈이,동사,
들다,提/拿,가방을,동사,
들르다,繞道/順便去,서점에,동사,
들리다,聽見,소리가,동사,
들어가다,進入,방으로,동사,
들어오다,進來,학교로,동사,
등,背,신체,명사,
등산,爬山,을 가다,명사,
디자인,設計,이 예쁘다,명사,
따뜻하다,溫暖,방 안이,형용사,
따로,分開地,따로 분리하다,부사,
딸,女兒,아들,명사,
딸기,草莓,과일,명사,
땀,汗,이 나다,명사,
땅,地,에 떨어지다,명사,
때,時候,어릴 때,명사,
떠나다,離開,어디론가,동사,
떠들다,吵鬧,시끄럽게,동사,
떡,糕,음식,명사,
떡국,年糕湯,음식,명사,
떡볶이,辣炒年糕,음식,명사,
떨어지다,跌落,낭떠러지로 ,동사,
또,又,또 생기다,부사,
또는,或者,남자 또는 여자,부사,
똑같다,完全相同,모양이,형용사,
똑같이,一樣,똑같이 나누다,부사,
똑똑하다,聰明,머리가,형용사,
똑바로,直地,똑바로 가다,부사,
뚱뚱하다,肥胖,몸매가,형용사,
뛰다,跑,운동장을,동사,
뛰어가다,跑到,학교로,동사,
뜨겁다,熱,국물이,형용사,
뜨다,睜開,눈을,동사,
뜻,意義,이 어렵다,명사,
라디오,收音機,를 켜다,명사,
라면,拉麵,음식,명사,
러시아,俄羅斯,나라,명사,
레스토랑,餐廳,에서 먹다,명사,
마당,院子,이 넓다,명사,
마르다,乾燥,물기가,동사,
마리,隻,한 마리,의존명사,
마시다,喝,물을,동사,
마을,村莊,에 살다,명사,
마음,心,이 따뜻하다,명사,
마중,接,을 가다,명사,
마지막,最後,마지막 경기,명사,
마치다,完成,일을,동사,
마트,市場,에서 사다,명사,
마흔,四十,마흔 개,수사·관형사,
막걸리,米酒,를 마시다,명사,
막히다,堵塞,통로가,동사,
만,萬,숫자,수사·관형사,
만나다,（和…）相識,친구를,동사,
만두,饅頭,음식,명사,
만들다,製造,음식을,동사,
만약,萬一,만약의 경우,명사,
만일,萬一,에 대비하다,명사,
만지다,觸摸,손을,동사,
만화,漫畫,를 그리다,명사,
많다,多,돈이,형용사,
많이,很,많이 사다,부사,
말,語,을 하다,명사,
말,馬,을 타다,명사,
말,末,학기 말,의존명사,
말다,別,걱정을,동사,
말레이시아,馬來西亞,나라,명사,
말씀,沒有話,이 없다,명사,
맑다,晴朗,공기가,형용사,
맛,味道,이 달다,명사,
맛없다,不好吃,음식이,형용사,
맛있다,美味的,음식이,형용사,
맞다,正確,답이,동사,
맞추다,對答案,답을,동사,
매년,每年,매년 증가하다,명사/부사,
매다,繫,신발 끈을,동사,
매달,每個月,매달 만나다,명사/부사,
매우,非常,매우 좋다,부사,
매일,每天,매일 만나다,명사/부사,
매주,每週,매주 만나다,명사/부사,
매표소,售票處,극장 매표소,명사,
맥주,啤酒,를 마시다,명사,
맵다,辣,고추가,형용사,
머리,頭,가 크다,명사,
머리카락,頭髮,을 자르다,명사,
먹다,吃,밥을,동사,
먼저,先,먼저 가다,명사/부사,
멀다,遠,거리가,형용사,
멀리,遠,멀리 가다,부사,
멈추다,停止,피가,동사,
멋,風采,을 내다,명사,
멋있다,帥氣,옷이 ,형용사,
메뉴,選單,를 고르다,명사,
메다,背,가방을,동사,
메모,備忘錄,를 하다,명사,
메시지,留言,를 남기다,명사,
메일,電子郵件,을 쓰다,명사,
며칠,幾天,이 걸리다,명사,
명,個,한 명,의존명사,
명절,節日,을 맞다,명사,
몇,多少,몇 개,수사/관형사,
모기,蚊,에 물리다,명사,
모두,全部,모두 함께,명사/부사,
모든,所有,모든 사람,관형사,
모레,後天,시간,명사/부사,
모르다,不知道,규칙을,동사,
모습,樣貌,을 보이다,명사,
모시다,侍奉,부모님을,동사,
모양,形狀,별 모양,명사,
모으다,收集,장난감을,동사,
모이다,聚集,돈이,동사,
모임,聚會,에 나가다,명사,
모자,帽子,를 쓰다,명사,
모자라다,不足,잠이,동사,
목,脖子,이 길다,명사,
목걸이,項鍊,를 하다,명사,
목도리,圍巾,를 하다,명사,
목소리,聲音,가 크다,명사,
목요일,星期四,요일,명사,
목욕,沐浴,을 하다,명사,
목욕탕,澡堂,에서 씻다,명사,
목적,目標,을 이루다,명사,
몸,身體,이 건강하다,명사,
못,不能,못 마시다,부사,
못생기다,難看,얼굴이,형용사,
못하다,不能,노래를,동사/형용사,
몽골,蒙古,나라,명사,
무,蘿蔔,를 심다,명사,
무겁다,重,짐이,형용사,
무게,體重,가 나가다,명사,
무궁화,木槿,꽃,명사,
무료,免費,로 주다,명사,
무릎,膝,신체,명사,
무섭다,可怕,귀신이,형용사,
무슨,什麼,무슨 요일,관형사,
무엇,什麼,−,대명사,
무척,非常,무척 길다,부사,
문,門,을 열다,명사,
문제,問題,를 풀다,명사,
문화,文化,를 교류하다,명사,
묻다,問,길을,동사,
물,飲用水,을 마시다,명사,
물건,東西,을 사다,명사,
물고기,魚,를 잡다,명사,
물론,當然,물론 그렇다,명사/부사,
물어보다,問,길을,동사,
뭐,什麼,뭐라고 말하다,대명사/감탄사,
미국,美國,나라,명사,
미끄러지다,滑倒,눈길에,동사,
미래,未來,가 밝다,명사,
미리,事先,미리 알리다,부사,
미술관,美術館,국립 미술관,명사,
미안,對不起,인사,명사,
미역국,海帶湯,을 끓이다,명사,
미용실,美容院,에 가다,명사,
미터,公尺,백 미터,의존명사,
믿다,相信,약속을,동사,
밀가루,麵粉,밀가루 음식,명사,
밀다,推,문을,동사,
밑,底部,에 두다,명사,
바깥,外面,에 나가다,명사,
바깥쪽,外面,으로 나가다,명사,
바꾸다,兑换,달러를 원화로,동사,
바뀌다,換成新的,새 것으로,동사,
바나나,香蕉,과일,명사,
바다,海,를 건너다,명사,
바닥,地板,에 떨어지다,명사,
바닷가,海灘,로 나가다,명사,
바라다,希望,성공을,동사,
바라보다,望,하늘을,동사,
바람,風,이 불다,명사,
바로,開始,바로 시작하다,부사,
바르다,塗抹,로션을,동사,
바쁘다,忙碌,일이,형용사,
바이올린,小提琴,을 켜다,명사,
바지,褲子,를 입다,명사,
박물관,博物館,을 구경하다,명사,
박수,掌聲,를 치다,명사,
밖,外,안,명사,
반,半,사과 반,명사,
반,班,우리 반,명사,
반갑다,歡迎,손님이,형용사,
반대,反對,로 가다,명사,
반드시,一定,반드시 가다,부사,
반바지,短褲,를 입다,명사,
반지,戒指,를 끼다,명사,
반찬,配菜,을 먹다,명사,
받다,接收,선물을,동사,
받아쓰다,聽寫,노트에,동사,
발,腳,이 크다,명사,
발가락,腳趾,신체,명사,
발바닥,腳底,신체,명사,
밝다,亮,불빛이,동사/형용사,
밤,夜,이 깊다,명사,
밥,飯,을 하다,명사,
방,房間,이 넓다,명사,
방금,剛才,방금 가다,명사/부사,
방문,門,을 닫다,명사,
방문,訪問,고향 방문,명사,
방법,方法,사용 방법,명사,
방송,廣播,을 보다,명사,
방송국,廣播電台,라디오 방송국,명사,
방학,假期,겨울 방학,명사,
방향,方向,을 바꾸다,명사,
배,肚子,신체,명사,
배,船,를 타다,명사,
배,梨,를 먹다,명사,
배,倍,두 배,명사,
배달,外賣,을 시키다,명사,
배드민턴,羽毛球,을 치다,명사,
배우,演員,연극 배우,명사,
배우다,學習,글을,동사,
배추,大白菜,를 다듬다,명사,
배탈,腹瀉,이 나다,명사,
백,百,숫자,수사·관형사,
백만,百萬,백만 개,수사·관형사,
백화점,百貨公司,에서 사다,명사,
뱀,蛇,동물,명사,
버릇,習慣,이 되다,명사,
버리다,丟棄,휴지를,동사,
버스,巴士,를 타다,명사,
번,次,첫째 번,의존명사,
번째,第,세 번째,의존명사,
번호,號,를 매기다,명사,
벌,套,옷 한 벌,의존명사,
벌다,賺,돈을,동사,
벌써,已經,벌써 가다,부사,
벗다,脫,모자를,동사,
베트남,越南,나라,명사,
벽,牆,에 걸다,명사,
변하다,改變,모양이,동사,
변호사,律師,직업,명사,
별,星,이 빛나다,명사,
별로,不怎麼,별로 없다,부사,
병,病,에 걸리다,명사,
병,瓶,을 깨다,명사,
병문안,探病,을 가다,명사,
병원,醫院,에 가다,명사,
보내다,送,편지를,동사,
보다,看,신문을,동사,
보다,比,보다 높이,부사,
보라색,紫色,색깔,명사,
보이다,動詞,산이,동사,
보이다,被看見,사진을,동사,
보통,一般,이 넘다,명사/부사,
복습,復習,예습,명사,
복잡하다,複雜,생각이,형용사,
볶다,炒,고기를,동사,
볶음밥,炒飯,음식,명사,
볼펜,原子筆,으로 쓰다,명사,
봄,春天,계절,명사,
봉투,打開信封,를 열다,명사,
뵙다,見,어른을,동사,
부끄럽다,慚愧,부끄럽게 웃다,형용사,
부드럽다,柔軟,머릿결이,형용사,
부럽다,羨慕,다른 사람이 ,형용사,
부르다,叫,친구를,동사,
부르다,飽的,배가,형용사,
부모님,父母,께 효도하다,명사,
부부,夫婦,부부 싸움,명사,
부분,部分,으로 나누다,명사,
부산,釜山,지명,명사,
부엌,廚房,에서 요리하다,명사,
부인,太太,아내,명사,
부자,富翁,가 되다,명사,
부장,經理,으로 승진하다,명사,
부족,不足,산소 부족,명사,
부지런하다,勤勞,사람이,형용사,
부치다,寄,편지를,동사,
부탁,請求,을 받다,명사,
북쪽,北,방향,명사,
분,位,아는 분,의존명사,
분,分鐘,60분,의존명사,
분명하다,清晰,발음이,형용사,
분식,粉食,을 먹다,명사,
분위기,氣氛,어색한,명사,
분홍색,粉紅色,색깔,명사,
불,火,을 피우다,명사,
불고기,烤肉,음식,명사,
불다,吹,바람이,동사,
불쌍하다,可憐,표정이,형용사,
불안,焦慮,이 커지다,명사,
불편,不便,이 따르다,명사,
붉다,紅,색깔이,형용사,
붙다,附著,먼지가,동사,
붙이다,貼,우표를,동사,
블라우스,女裝襯衫,를 입다,명사,
비,雨,가 그치다,명사,
비교,比較,비교 대상,명사,
비누,肥皂,로 씻다,명사,
비다,空,집이,동사,
비디오,影片,비디오 두 편,명사,
비밀,秘密,을 지키다,명사,
비빔밥,韓式拌飯,음식,명사,
비슷하다,相似,성격이,형용사,
비싸다,昂貴,값이,형용사,
비행기,飛機,를 타다,명사,
빌딩,建築物,을 짓다,명사,
빌리다,借貸,돈을,동사,
빠르다,快,걸음이,형용사,
빠지다,落水,강에,동사,
빨간색,紅色,색깔,명사,
빨갛다,紅色的,사과가,형용사,
빨다,洗滌,옷을,동사,
빨래,洗衣,를 하다,명사,
빨리,快,빨리 걷다,부사,
빵,麵包,을 먹다,명사,
빵집,麵包房,에서 일하다,명사,
빼다,移除,이를,동사,
뽑다,拔出,이를,동사,
사,四,숫자,수사/관형사,
사거리,十字路口,를 건너다,명사,
사계절,四季,이 뚜렷하다,명사,
사고,事故,가 나다,명사,
사과,蘋果,과일,명사,
사귀다,交往,친구를,동사,
사다,買,물건을,동사,
사람,人,이 살다,명사,
사랑,愛情,연인 간의,명사,
사무실,辦公室,에 출근하다,명사,
사실,事實,을 밝히다,명사/부사,
사십,四十,숫자,수사/관형사,
사업,企業,사업 수완,명사,
사용,使用,을 하다,명사,
사월,四月,달(월),명사,
사이,之間,에 놓다,명사,
사이다,汽水,를 마시다,명사,
사이즈,尺寸,가 크다,명사,
사장,老闆,이 되다,명사,
사전,詞典,을 찾다,명사,
사진,照片,카메라,명사,
사탕,糖果,을 먹다,명사,
사흘,三天,시간,명사,
산,山,에 오르다,명사,
산책,散步,을 나가다,명사,
살,肉,이 찌다,명사,
살,歲,세 살,의존명사,
살다,生活,오래 ,동사,
삼,三,삼 년,수사/관형사,
삼거리,三岔路口,가 나오다,명사,
삼겹살,烤五花肉,음식,명사,
삼계탕,參雞湯,음식,명사,
삼십,三十,숫자,수사/관형사,
삼월,三月,달(월),명사,
삼촌,叔叔,친척,명사,
상,獎,을 받다,명사,
상자,箱子,에 넣다,명사,
상처,傷口,가 낫다,명사,
상추,萵苣,식물,명사,
